id,label,cluster
DB03886,BIOPTERIN,113
DB04881,ELACRIDAR,459
DB07724,INDEGLITAZAR,478
DB00219,OXYPHENONIUM,135
DB04852,IMPLITAPIDE,487
DB07983,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,422
DB01621,PIPORTIL L4,0
DB04433,"N''-{3-[(3S,8AR)-1,4-DIOXOOCTAHYDROPYRROLO[1,2-A]PYRAZIN-3-YL]PROPYL}GUANIDINE",280
DB07406,"(4R)-N-[4-({[2-(DIMETHYLAMINO)ETHYL]AMINO}CARBONYL)-1,3-THIAZOL-2-YL]-4-METHYL-1-OXO-2,3,4,9-TETRAHYDRO-1H-BETA-CARBOLINE-6-CARBOXAMIDE",487
DB03488,URIDINE-5'-DIPHOSPHATE-2-DEOXY-2-FLUORO-ALPHA-D-GALACTOSE,503
DB06903,"(1S,3AS,5AR,8AS)-1,7,7-TRIMETHYL-1,2,3,3A,5A,6,7,8-OCTAHYDROCYCLOPENTA[C]PENTALENE-4-CARBOXYLIC ACID",121
DB00066,BEMFOLA,396
DB05109,YONDELIS,357
DB02661,"ADENOSINE-5'-DIPHOSPHATE-2',3'-VANADATE",498
DB11614,RUPALL,0
DB00106,ABARELIX,283
DB09194,ETOPERIDONE,0
DB03751,2'DEOXY-THYMIDINE-5'-DIPHOSPHO-ALPHA-D-GLUCOSE,503
DB08265,"2-(TOLUENE-4-SULFONYL)-2H-BENZO[D][1,2,3]DIAZABORININ-1-OL",167
DB07996,5-(2-METHYLPIPERAZINE-1-SULFONYL)ISOQUINOLINE,200
DB00413,SIFROL,0
DB07409,"(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID",357
DB03661,CYSTEINESULFONIC ACID,243
DB03292,3-PHOSPHONO-D-ALANINE,387
DB12090,PATRITUMAB,0
DB07530,"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-TRIMETHYL-3-[6,6,6-TRIFLUORO-5-HYDROXY-5-(TRIFLUOROMETHYL)HEX-3-YN-1-YL]CYCLOPENTYL}PROP-2-EN-1-YLIDENE]CYCLOHEXANE-1,3-DIOL",121
DB07568,"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE",383
DB04347,3-DEHYDROSHIKIMATE,338
DB07489,"4-AMINO-2-[(3-CHLOROPHENYL)AMINO]-5-(4-FLUOROBENZOYL)-1,3-THIAZOL-3-IUM",278
DB00455,ALLERGY,0
DB03480,BREQUINAR ANALOG,434
DB12086,OXITROPIUM,0
DB09414,ARTISIAL,0
DB01967,"N-{3-[(7AR,12AS,12BS)-7-OXO-1,3,4,6,7,7A,12A,12B-OCTAHYDROINDOLO[2,3-A]QUINOLIZIN-12(2H)-YL]PROPYL}PROPANE-2-SULFONAMIDE",487
DB07823,"(2S)-2-[(3AR,4R,7S,7AS)-1,3-DIOXOOCTAHYDRO-2H-4,7-METHANOISOINDOL-2-YL]PROPANOIC ACID",438
DB00555,LAMICTAL,0
DB08520,"(21S)-1AZA-4,4-DIMETHYL-6,19-DIOXA-2,3,7,20-TETRAOXOBICYCLO[19.4.0] PENTACOSANE",629
DB03086,"N'-(2S,3R)-3-AMINO-4-CYCLOHEXYL-2-HYDROXY-BUTANO-N-(4-METHYLPHENYL)HYDRAZIDE",341
DB08374,(3S)-3-AMINO-1-CHLORO-4-PHENYL-2-BUTANONE,249
DB07347,4-(2-AMINOETHYL)BENZENESULFONYL FLUORIDE,357
DB08532,"6-(2-FLUOROPHENYL)-N-(PYRIDIN-3-YLMETHYL)IMIDAZO[1,2-A]PYRAZIN-8-AMINE",375
DB07116,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,470
DB06960,"N-[(1R,2R,3E)-2-HYDROXY-1-(HYDROXYMETHYL)HEPTADEC-3-EN-1-YL]ACETAMIDE",630
DB09011,BECLAMIDE,0
DB02465,METHOXY ARACHIDONYL FLUOROPHOSPHONATE,561
DB05796,DAGLUTRIL,355
DB09100,NATURE-THROID,0
DB04451,4-METHYLPIPERAZIN-1-YL CARBONYL GROUP,546
DB01102,ARBUTAMINE,0
DB04877,VOACAMINE,630
DB07006,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",487
DB06882,1-[1-(3-AMINOPHENYL)-3-TERT-BUTYL-1H-PYRAZOL-5-YL]-3-NAPHTHALEN-1-YLUREA,44
DB00013,UROKINASE,368
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,547
DB07338,5-[2-CHLORO-4-(TRIFLUOROMETHYL)PHENOXY]-2-NITROBENZOIC ACID,257
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",187
DB11383,CARBOMYCIN,0
DB04367,DEBROMOHYMENIALDISINE,630
DB01905,2-(2-HYDROXY-5-METHOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,94
DB01276,BYETTA,396
DB08324,N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,306
DB03108,4-PHOSPHO-D-ERYTHRONIC ACID,256
DB04774,REIDISPONGIOLIDE A,121
DB00513,AMICAR,0
DB08172,(2Z)-N-(3-CHLORO-2'-METHOXYBIPHENYL-4-YL)-2-CYANO-3-HYDROXYBUT-2-ENAMIDE,263
DB04934,RIFALAZIL,600
DB07491,"5-AMINO-2,4,6-TRIBROMOBENZENE-1,3-DICARBOXYLIC ACID",107
DB08074,3-(3-METHYLBUT-2-EN-1-YL)-3H-PURIN-6-AMINE,520
DB08739,"2-{3-[(2S)-4,4-DIFLUORO-2-(PYRROLIDIN-1-YLCARBONYL)PYRROLIDIN-1-YL]-3-OXOPROPYL}-ISOINDOLE-1,3(2H)-DIONE",587
DB09116,CALCIUM CARBIMIDE,407
DB00796,ATACAND,0
DB00339,RIFATER,509
DB13914,VOLIXIBAT,240
DB12747,TERTOMOTIDE,396
DB07589,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE",377
DB03126,MANT-ADP,504
DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",385
DB01137,IQUIX,0
DB05327,RANIRESTAT,223
DB02367,(1N)-4-N-BUTOXYPHENYLSULFONYL-(2R)-N-HYDROXYCARBOXAMIDO-(4S)-METHANESULFONYLAMINO-PYRROLIDINE,189
DB08957,HEXOPRENALINE,0
DB02666,(C8-R)-HYDANTOCIDIN 5'-PHOSPHATE,270
DB03392,"(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YL)-PHOSPHORAMIDIC ACID DIMETHYL ESTER",241
DB09290,RAMOSETRON,470
DB13036,RAMATROBAN,474
DB06470,CLOMETHIAZOLE,217
DB00660,METAXALL,0
DB00603,PREMPRO,0
DB02128,[1-(3-HYDROXY-2-OXO-1-PHENETHYL-PROPYLCARBAMOYL)2-PHENYL-ETHYL]-CARBAMIC ACID PYRIDIN-4-YLMETHYL ESTER,372
DB07720,EPIBATIDINE,630
DB00035,DDAVP,284
DB09084,TANTUM,0
DB08846,ELLAGIC ACID,630
DB04930,NIX,337
DB02513,RINSE,0
DB07305,5-(2-CHLORO-4-NITROPHENYL)-2-FUROIC ACID,207
DB02336,RU83876,47
DB04496,4-PHOSPHO-D-ERYTHRONOHYDROXAMIC ACID,256
DB00658,RENAGEL,630
DB00082,SOMAVERT,396
DB09195,LORPIPRAZOLE,0
DB03385,4-METHYLIMIDAZOLE,124
DB04068,FUDP,585
DB01399,DISALCID,0
DB08256,N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE,438
DB08158,"2,4-DINITROPHENYL 2-DEOXY-2-FLUORO-BETA-D-MANNOPYRANOSIDE",261
DB01723,"{3-[3-(3,4-DIMETHOXY-PHENYL)-1-(1-{1-[2-(3,4,5-TRIMETHOXY-PHENYL)-BUTYRYL]-PIPERIDIN-2YL}-VINYLOXY)-PROPYL]-PHENOXY}-ACETIC ACID",629
DB04644,"4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID",188
DB08913,XOFIGO,0
DB00209,TROSEC,198
DB09299,DESCOVY,443
DB06688,PROVENGE,0
DB11693,VOCLOSPORIN,586
DB08681,1-METHYL ETHYL 2-CHLORO-5-[[[(1-METHYLETHOXY)THIOOXO]METHYL]AMINO]-BENZOATE,144
DB08051,"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",40
DB02830,FR236913,468
DB06422,TICALOPRIDE,357
DB01575,DIAREX,0
DB11560,DUZALLO,0
DB02211,N-METHYL-N-PROPARGYL-1(R)-AMINOINDAN,597
DB06446,DOTARIZINE,198
DB00494,COMTAN,544
DB00726,SURMONTIL,0
DB08685,"1-(1,4-DIMETHYL-1,2,3,4-TETRAHYDROQUINOXALIN-6-YL)METHANAMINE",408
DB13722,PIRPROFEN,0
DB06600,NEMONOXACIN,0
DB00539,FARESTON,6
DB01357,NECON,496
DB08029,N~2~-(BIPHENYL-4-YLSULFONYL)-N-HYDROXY-N~2~-(2-HYDROXYETHYL)GLYCINAMIDE,147
DB08870,ADCETRIS,396
DB11241,DEXTRAN 75,0
DB07615,TRANILAST,538
DB06218,VIMPAT,306
DB06795,MAFENIDE,167
DB07044,"3-BROMO-N'-[(1E)-(3,5-DIBROMO-2,4-DIHYDROXYPHENYL)METHYLIDENE]BENZOHYDRAZIDE",357
DB02757,PYRAZOLE,217
DB06754,ORGARAN,0
DB00297,BL,0
DB06550,BIVATUZUMAB,396
DB12845,AMATUXIMAB,396
DB00559,BOSENTAN,0
DB03779,GLUCOSAMINYL-(ALPHA-6)-D-MYO-INOSITOL,338
DB13824,ENPROSTIL,0
DB07534,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",153
DB01920,1-O-[O-NITROPHENYL]-BETA-D-GALACTOPYRANOSE,331
DB07091,(S)-N-(4-CARBAMIMIDOYLBENZYL)-1-(2-(CYCLOHEXYLOXY)ETHANOYL)PYRROLIDINE-2-CARBOXAMIDE,106
DB08133,N-(4-SULFAMOYLPHENYL)-1H-INDAZOLE-3-CARBOXAMIDE,155
DB07942,2-FLUORO-4-[4-(4-FLUOROPHENYL)-1H-PYRAZOL-3-YL]PYRIDINE,67
DB07526,N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE,507
DB11541,RACTOPAMINE,0
DB07048,"N-[(2R)-5-(AMINOSULFONYL)-2,3-DIHYDRO-1H-INDEN-2-YL]-2-PROPYLPENTANAMIDE",123
DB04468,AFIMOXIFENE,0
DB01610,VALCYTE,443
DB02728,7-HYDROXY-2-OXO-CHROMENE-3-CARBOXYLIC ACID ETHYL ESTER,528
DB08648,"(1R,3S,5S,8R)-8-HYDROXY-2-OXABICYCLO[3.3.1]NON-6-ENE-3,5-DICARBOXYLIC ACID",630
DB00896,VEXOL,492
DB08013,(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,339
DB02404,1-DEOXY-1-THIO-HEPTAETHYLENE GLYCOL,274
DB00499,EUFLEX,190
DB12182,BINETRAKIN,0
DB13660,PROPICILLIN,0
DB02593,"7,8-DIHYDROXY-1-METHOXY-3-METHYL-10-OXO-4,10-DIHYDRO-1H,3H-PYRANO[4,3-B]CHROMENE-9-CARBOXYLIC ACID",532
DB00340,METIXENE,0
DB03647,3-[ISOPROPYL(4-METHYLBENZOYL)AMINO]-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,272
DB01309,APIDRA,396
DB02817,5-EXO-HYDROXYCAMPHOR,120
DB02928,3-AMINO-6-HYDROXY-TYROSINE,365
DB01140,DURICEF,0
DB04866,HALOFUGINONE,547
DB11621,VARIZIG,0
DB04749,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,338
DB04446,BENZO[B]THIOPHENE-2-CARBOXAMIDINE,109
DB02507,4-HYDROXY-3-[(1S)-3-OXO-1-PHENYLBUTYL]-2H-CHROMEN-2-ONE,528
DB13679,DEXCHLORPHENIRAMINE,0
DB01199,TUBOCURARINE,292
DB03237,"2,3-DIHYDROXY-5-OXO-HEXANEDIOATE",493
DB01578,METRIZAMIDE,0
DB02178,PHENYLACETALDEHYDE,357
DB05137,LOBELINE,285
DB01377,BACMIN,0
DB03723,2'-DEOXY-THYMIDINE-BETA-L-RHAMNOSE,503
DB04983,DENUFOSOL,2
DB12085,LCL-161,0
DB08229,[N-(3-DIBENZYLCARBAMOYL-OXIRANECARBONYL)-HYDRAZINO]-ACETIC ACID,306
DB01856,PIMELIC ACID,311
DB12520,PLOZALIZUMAB,396
DB08826,FERRIPROX,0
DB06616,BOSULIF,459
DB13912,COUMERMYCIN A1,0
DB00146,RAYALDEE,482
DB07053,2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,266
DB00627,B3,0
DB07265,"3-(9-HYDROXY-1,3-DIOXO-4-PHENYL-2,3-DIHYDROPYRROLO[3,4-C]CARBAZOL-6(1H)-YL)PROPANOIC ACID",487
DB05889,BESPONSA,396
DB08621,THIAMPHENICOL,357
DB07815,GIBBERELLIN A4,121
DB07257,"4-(2-CHLOROPHENYL)-8-(2-HYDROXYETHYL)-6-METHYLPYRROLO[3,4-E]INDOLE-1,3(2H,6H)-DIONE",487
DB02902,3'-PHOSPHATE-ADENOSINE-5'-PHOSPHATE SULFATE,504
DB09245,TOLOXATONE,357
DB03842,2-CHLORO-6-METHYL-ANILINE,386
DB01809,"1-TER-BUTYL-3-P-TOLYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-YLAMINE",226
DB01206,CEENU,0
DB07636,"5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE",338
DB01864,5'-GUANOSINE-DIPHOSPHATE-MONOTHIOPHOSPHATE,498
DB11549,TILETAMINE,0
DB04018,S-ISOPROPYL-ISOTHIOUREA,61
DB02895,3-(PROP-2-ENE-1-SULFINYL)-PROPENE-1-THIOL,630
DB05099,ANCROD,0
DB03940,OXAMIC ACID,280
DB07434,HONH-BENZYLMALONYL-L-ALANYLGLYCINE-P-NITROANILIDE,587
DB00628,CLORAZEPATE,0
DB07520,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",377
DB05343,ARUNDIC ACID,311
DB06892,"(5S)-4,5-DIFLUORO-6-[(2-FLUORO-4-IODOPHENYL)IMINO]-N-(2-HYDROXYETHOXY)CYCLOHEXA-1,3-DIENE-1-CARBOXAMIDE",357
DB03568,BUTYRIC ACID,337
DB12161,AUSTEDO,614
DB08193,2-(3-NITROPHENYL)ACETIC ACID,206
DB03921,4-(3-PYRIDIN-2-YL-1H-PYRAZOL-4-YL)QUINOLINE,459
DB06366,PERJETA,396
DB13807,TISOPURINE,0
DB01548,DIPRENORPHINE,627
DB12445,NITROASPIRIN,630
DB07073,"5,5-DIMETHYL-2-MORPHOLIN-4-YL-5,6-DIHYDRO-1,3-BENZOTHIAZOL-7(4H)-ONE",408
DB06851,N-(PYRIDIN-3-YLMETHYL)ANILINE,407
DB01620,OPCON-A,451
DB04121,GUANOSINE-3'-MONOPHOSPHATE-5'-DIPHOSPHATE,498
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",493
DB09125,LYTREN,0
DB02831,DIHYDROGENPHOSPHATE ION,630
DB00108,TYSABRI,326
DB00774,HYDROFLUMETHIAZIDE,0
DB01937,GUANOSINE-2'-MONOPHOSPHATE,270
DB01583,LIOTRIX,0
DB08955,IBUPROXAM,0
DB03017,LAURIC ACID,311
DB13851,ARTEMOTIL,0
DB07328,"METHYL 4-{[({[(2R,5S)-5-{[(2S)-2-(AMINOMETHYL)PYRROLIDIN-1-YL]CARBONYL}PYRROLIDIN-2-YL]METHYL}AMINO)CARBONYL]AMINO}BENZOATE",33
DB03931,DIGUANOSINE-5'-TRIPHOSPHATE,2
DB04642,"7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID",188
DB02532,"2,4,6-TRIAMINOQUINAZOLINE",536
DB13345,DIHYDROERGOCRISTINE,0
DB02434,4-(2-THIENYL)BUTYRIC ACID,630
DB12789,DINOPROST,343
DB03359,"M-(N,N,N-TRIMETHYLAMMONIO)-2,2,2-TRIFLUORO-1,1-DIHYDROXYETHYLBENZENE",212
DB00474,METHOHEXITAL,509
DB08686,"5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE",214
DB02063,CRA_16847,94
DB13778,CEFAZEDONE,0
DB01626,PARGYLINE,0
DB02327,TRIETHYLENE GLYCOL,338
DB02810,N-(2-ACETAMIDO)IMINODIACETIC ACID,280
DB01349,TASOSARTAN,0
DB04320,2-BROMO-2-PROPENE-1-OL,630
DB02180,MYRISTOYL-COA,337
DB01018,TENEX,0
DB13595,ALMASILATE,0
DB07193,"(2R,3R)-7-(METHYLSULFONYL)-3-(2,4,5-TRIFLUOROPHENYL)-1,2,3,4-TETRAHYDROPYRIDO[1,2-A]BENZIMIDAZOL-2-AMINE",35
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",591
DB07021,"(7R,8R)-8-(2,4,5-TRIFLUOROPHENYL)-6,7,8,9-TETRAHYDROIMIDAZO[1,2-A:4,5-C']DIPYRIDIN-7-AMINE",42
DB04696,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",507
DB00619,GLIVEC,176
DB03862,TETRAHYDROOXAZINE,549
DB09335,ALATROFLOXACIN,0
DB08904,CIMZIA,396
DB11842,GIAPREZA,284
DB08838,AGMATINE,0
DB07250,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",630
DB07644,"5-[(1S)-1-(3-CHLOROPHENYL)ETHOXY]QUINAZOLINE-2,4-DIAMINE",536
DB02341,"MDL 101,146",347
DB07989,2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,393
DB11371,ALFAXALONE,0
DB06797,MEBUTAMATE,0
DB00537,CIPRO,459
DB04560,"4,7-DIOXOSEBACIC ACID",493
DB07439,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)-6-HYDROXYPYRIMIDINE-2,4(1H,3H)-DIONE",564
DB02120,"6-AMINO-4-HYDROXYMETHYL-CYCLOHEX-4-ENE-1,2,3-TRIOL",338
DB06821,SULFAMETER,187
DB07621,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,378
DB09212,LOXOPROFEN,0
DB08811,TOFISOPAM,0
DB03882,"5-ALPHA-ANDROSTANE-3-BETA,17BETA-DIOL",473
DB01397,VICA-CET,0
DB02927,"MIXED CARBAMIC PHOSPHORIC ACID ANHYDRIDE OF 7,8-DIAMINONONANIC ACID",311
DB00622,CARDENE IV,0
DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-HYDROXYICOSA-6,8,11,14,17-PENTAENOIC ACID",269
DB06837,"(2R)-N~4~-HYDROXY-2-(3-HYDROXYBENZYL)-N~1~-[(1S,2R)-2-HYDROXY-2,3-DIHYDRO-1H-INDEN-1-YL]BUTANEDIAMIDE",596
DB08296,5-(PARA-NITROPHENYL PHOSPHONATE)-PENTANOIC ACID,204
DB06433,TEZACITABINE,499
DB03046,7-METHOXY-8-[1-(METHYLSULFONYL)-1H-PYRAZOL-4-YL]NAPHTHALENE-2-CARBOXIMIDAMIDE,320
DB01022,MEPHYTON,0
DB06961,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-[4-(MORPHOLIN-4-YLMETHYL)PHENYL]ISOXAZOLE-3-CARBOXAMIDE",85
DB13270,DIBEKACIN,0
DB11687,E-6201,0
DB04895,MACUGEN,0
DB02338,NADPH DIHYDRO-NICOTINAMIDE-ADENINE-DINUCLEOTIDEPHOSPHATE,2
DB02432,RU90395,47
DB00336,NITROFURAL,0
DB05868,CILUPREVIR,449
DB01145,SULFOXONE,357
DB02662,NOVO NORDISK A/S COMPOUND,32
DB01119,DIAZOXIDE,0
DB08805,METIAMIDE,217
DB08582,"N-(4-BROMO-2-{[(3R,5S)-3,5-DIMETHYLPIPERIDIN-1-YL]CARBONYL}PHENYL)-4-MORPHOLIN-4-YL-4-OXOBUTANAMIDE",276
DB03072,"2-{3-[4-(4-FLUOROPHENYL)-3,6-DIHYDRO-1(2H)-PYRIDINYL]PROPYL}-8-METHYL-4(3H)-QUINAZOLINONE",548
DB08925,ADRAFINIL,0
DB12947,DOXIFLURIDINE,0
DB04485,DEOXYTHYMIDINE,574
DB02659,KOLBAM,496
DB08233,6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE,526
DB08674,"(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE",3
DB13923,HEMLIBRA,0
DB08156,3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID,9
DB01149,NEFAZODONE,0
DB13747,TROLAMINE,0
DB01326,CEFAMANDOLE,119
DB11051,LAVIV,0
DB13687,NIAPRAZINE,0
DB01800,"N,4-DIHYDROXY-N-OXO-3-(SULFOOXY)BENZENAMINIUM",630
DB00398,NEXAVAR,0
DB07622,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",193
DB00927,ACT,217
DB07756,"1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL",431
DB12961,LEUKOTRIENE B4,337
DB04797,TRIAZOLOPYRIDINE,69
DB01336,METOCURINE,0
DB13481,TENIDAP,0
DB03673,BETA(2-THIENYL)ALANINE,243
DB00141,N-ACETYLGLUCOSAMINE,240
DB02527,CYCLIC ADENOSINE MONOPHOSPHATE,504
DB08673,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",131
DB01094,HESPERETIN,186
DB04094,4-HYDROXY-2-BUTANONE,338
DB01712,"(3R)-4-(P-TOLUENESULFONYL)-1,4-THIAZANE-3-CARBOXYLICACID-L-PHENYLALANINE ETHYL ESTER",372
DB08196,"2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID",620
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,17
DB04840,DEBRISOQUIN,614
DB03822,ETHYL DIHYDROGEN PHOSPHATE,513
DB00663,LOCASALEN,486
DB00696,ERGOMAR,630
DB01783,ARMAX,340
DB06816,PYRVINIUM,0
DB07922,N-OXO-2-(PHENYLSULFONYLAMINO)ETHANAMIDE,168
DB04862,MERIMEPODIB,217
DB08635,N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID,13
DB08618,3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER,630
DB08286,NAPHTHYLOXYACETIC ACID,144
DB07028,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,223
DB07340,"N~6~-CYCLOHEXYL-N~2~-(4-MORPHOLIN-4-YLPHENYL)-9H-PURINE-2,6-DIAMINE",550
DB04147,LAURYL DIMETHYLAMINE-N-OXIDE,407
DB03250,"2-(BETA-D-GLUCOPYRANOSYL)-5-METHYL-1,3,4-BENZOTHIAZOLE",519
DB08577,3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,450
DB00921,BELBUCA,627
DB07538,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",153
DB05883,ABX-PTH,396
DB09128,REXULTI,551
DB02482,PHOSPHONOTHREONINE,387
DB09146,HEMETAB,261
DB00245,COGENTIN,0
DB04369,"1,3,2-DIOXABOROLAN-2-OL",630
DB01080,SABRIL,0
DB08523,[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL,135
DB00941,HEXAFLURONIUM,407
DB13657,BENORILATE,0
DB00449,DIPIVEFRIN,0
DB08067,4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM,558
DB04162,"5-NITRO-6-RIBITYL-AMINO-2,4(1H,3H)-PYRIMIDINEDIONE",332
DB00208,TICLOPIDINE,0
DB06288,AMISULPRIDE,0
DB04445,MERCURIC IODIDE,630
DB07645,SEBACIC ACID,311
DB02738,ADENOSINE-5'-PENTAPHOSPHATE,504
DB07548,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE",29
DB06245,LANOTEPLASE,396
DB01225,LOVENOX,0
DB06635,OTAMIXABAN,0
DB12742,AMUVATINIB,551
DB03414,5-THIO-A/B-D-MANNOPYRANOSYLAMINE,630
DB02082,PHOSPHOAMINOPHOSPHONIC ACID GUANYLATE ESTER,494
DB00166,LIPOIC ACID,0
DB04030,"1,3,4,9-TETRAHYDRO-2-(HYDROXYBENZOYL)-9-[(4-HYDROXYPHENYL)METHYL]-6-METHOXY-2H-PYRIDO[3,4-B]INDOLE",487
DB04548,4-DEOXY-D-GLUCURONIC ACID,631
DB05009,APADENOSON,608
DB07671,"2-[1-METHYLHEXYL]-4,6-DINITROPHENOL",479
DB00310,CLORPRES,569
DB09001,BARBEXACLONE,0
